combo,size,matches,avg_points,avg_score_final
Clinton Mata + Corentin Tolisso + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,7,3,1.0,41.33
Clinton Mata + Corentin Tolisso + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,7,3,1.0,41.33
Clinton Mata + Dominik Greif + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,7,3,1.0,41.33
Corentin Tolisso + Dominik Greif + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,7,3,1.0,41.33
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Malick Fofana + Moussa Niakhate + Tanner Tessmann,7,6,1.0,40.98
Abner + Corentin Tolisso + Dominik Greif + Hans Hateboer + Martin Satriano + Moussa Niakhate + Pavel Šulc,7,3,1.0,39.23
Abner + Corentin Tolisso + Dominik Greif + Hans Hateboer + Martin Satriano + Moussa Niakhate + Tyler Morton,7,3,1.0,39.23
Abner + Corentin Tolisso + Dominik Greif + Hans Hateboer + Martin Satriano + Pavel Šulc + Tyler Morton,7,3,1.0,39.23
Abner + Corentin Tolisso + Dominik Greif + Hans Hateboer + Moussa Niakhate + Pavel Šulc + Tyler Morton,7,3,1.0,39.23
Abner + Corentin Tolisso + Dominik Greif + Martin Satriano + Moussa Niakhate + Pavel Šulc + Tyler Morton,7,3,1.0,39.23
Abner + Corentin Tolisso + Hans Hateboer + Martin Satriano + Moussa Niakhate + Pavel Šulc + Tyler Morton,7,3,1.0,39.23
Abner + Dominik Greif + Hans Hateboer + Martin Satriano + Moussa Niakhate + Pavel Šulc + Tyler Morton,7,3,1.0,39.23
Corentin Tolisso + Dominik Greif + Hans Hateboer + Martin Satriano + Moussa Niakhate + Pavel Šulc + Tyler Morton,7,3,1.0,39.23
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Malick Fofana + Moussa Niakhate + Tanner Tessmann + Tyler Morton,7,7,0.86,36.24
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Dominik Greif + Moussa Niakhate + Tanner Tessmann,7,5,0.8,37.79
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Khalis Merah + Malick Fofana + Moussa Niakhate,7,4,0.75,35.72
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Khalis Merah + Malick Fofana + Tanner Tessmann,7,4,0.75,35.72
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Khalis Merah + Moussa Niakhate + Tanner Tessmann,7,4,0.75,35.72
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Malick Fofana + Moussa Niakhate + Tanner Tessmann,7,4,0.75,35.72
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Malick Fofana + Moussa Niakhate + Tanner Tessmann,7,4,0.75,35.72
Adam Karabec + Clinton Mata + Corentin Tolisso + Khalis Merah + Malick Fofana + Moussa Niakhate + Tanner Tessmann,7,4,0.75,35.72
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Khalis Merah + Malick Fofana + Moussa Niakhate + Tanner Tessmann,7,4,0.75,35.72
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Dominik Greif + Malick Fofana + Moussa Niakhate,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Dominik Greif + Malick Fofana + Nicolás Tagliafico,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Dominik Greif + Malick Fofana + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Dominik Greif + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Malick Fofana + Moussa Niakhate + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Malick Fofana + Moussa Niakhate + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Clinton Mata + Corentin Tolisso + Dominik Greif + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,7,4,0.75,35.35
Adam Karabec + Clinton Mata + Corentin Tolisso + Dominik Greif + Malick Fofana + Moussa Niakhate + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Clinton Mata + Corentin Tolisso + Dominik Greif + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Clinton Mata + Corentin Tolisso + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Clinton Mata + Corentin Tolisso + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Clinton Mata + Dominik Greif + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Adam Karabec + Corentin Tolisso + Dominik Greif + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Dominik Greif + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,7,4,0.75,35.35
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Dominik Greif + Malick Fofana + Moussa Niakhate + Tanner Tessmann,7,4,0.75,35.35
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Dominik Greif + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,7,4,0.75,35.35
