combo,size,matches,avg_points,avg_score_final
Abner + Adam Karabec + Clinton Mata,3,5,1.6,54.69
Abner + Adam Karabec + Corentin Tolisso,3,5,1.6,54.69
Clinton Mata + Corentin Tolisso + Martin Satriano,3,7,1.57,55.28
Clinton Mata + Dominik Greif + Martin Satriano,3,7,1.57,55.28
Afonso Moreira + Ainsley Maitland-Niles + Moussa Niakhate,3,4,1.5,57.72
Khalis Merah + Tanner Tessmann + Tyler Morton,3,4,1.5,53.6
Adam Karabec + Malick Fofana + Tyler Morton,3,6,1.5,50.95
Dominik Greif + Malick Fofana + Tyler Morton,3,4,1.5,50.3
Abner + Martin Satriano + Tyler Morton,3,4,1.5,48.72
Clinton Mata + Moussa Niakhate + Nicolás Tagliafico,3,7,1.43,53.12
Clinton Mata + Nicolás Tagliafico + Tyler Morton,3,7,1.43,52.39
Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,3,7,1.43,52.05
Adam Karabec + Ainsley Maitland-Niles + Tyler Morton,3,7,1.43,49.99
Adam Karabec + Clinton Mata + Tyler Morton,3,7,1.43,49.99
Adam Karabec + Corentin Tolisso + Tyler Morton,3,7,1.43,49.99
Corentin Tolisso + Martin Satriano + Nicolás Tagliafico,3,5,1.4,51.13
Dominik Greif + Martin Satriano + Nicolás Tagliafico,3,5,1.4,51.13
Martin Satriano + Moussa Niakhate + Nicolás Tagliafico,3,5,1.4,51.13
Martin Satriano + Moussa Niakhate + Tyler Morton,3,5,1.4,50.95
Clinton Mata + Dominik Greif + Tyler Morton,3,10,1.4,50.47
Adam Karabec + Dominik Greif + Tyler Morton,3,5,1.4,49.09
Martin Satriano + Pavel Šulc + Tyler Morton,3,5,1.4,49.03
Abner + Corentin Tolisso + Martin Satriano,3,5,1.4,48.49
Abner + Dominik Greif + Martin Satriano,3,5,1.4,48.49
Abner + Martin Satriano + Pavel Šulc,3,5,1.4,48.49
Ainsley Maitland-Niles + Dominik Greif + Tyler Morton,3,8,1.38,49.61
Corentin Tolisso + Dominik Greif + Martin Satriano,3,8,1.38,49.61
Clinton Mata + Martin Satriano + Moussa Niakhate,3,6,1.33,51.63
Ainsley Maitland-Niles + Martin Satriano + Nicolás Tagliafico,3,3,1.33,51.48
Abner + Adam Karabec + Tanner Tessmann,3,3,1.33,50.68
Adam Karabec + Martin Satriano + Moussa Niakhate,3,3,1.33,50.58
Adam Karabec + Martin Satriano + Tanner Tessmann,3,3,1.33,50.58
Ainsley Maitland-Niles + Martin Satriano + Tanner Tessmann,3,3,1.33,50.58
Clinton Mata + Martin Satriano + Tanner Tessmann,3,3,1.33,50.58
Afonso Moreira + Ainsley Maitland-Niles + Nicolás Tagliafico,3,3,1.33,50.48
Afonso Moreira + Clinton Mata + Nicolás Tagliafico,3,3,1.33,50.48
Afonso Moreira + Dominik Greif + Nicolás Tagliafico,3,3,1.33,50.48
Afonso Moreira + Nicolás Tagliafico + Tyler Morton,3,3,1.33,50.48
Martin Satriano + Nicolás Tagliafico + Pavel Šulc,3,3,1.33,50.48
Corentin Tolisso + Martin Satriano + Pavel Šulc,3,6,1.33,48.78
Dominik Greif + Martin Satriano + Pavel Šulc,3,6,1.33,48.78
Abner + Corentin Tolisso + Mathys De Carvalho,3,3,1.33,48.48
Abner + Dominik Greif + Mathys De Carvalho,3,3,1.33,48.48
Abner + Mathys De Carvalho + Moussa Niakhate,3,3,1.33,48.48
Abner + Mathys De Carvalho + Pavel Šulc,3,3,1.33,48.48
Abner + Mathys De Carvalho + Tyler Morton,3,3,1.33,48.48
Corentin Tolisso + Dominik Greif + Mathys De Carvalho,3,3,1.33,48.48
Corentin Tolisso + Mathys De Carvalho + Moussa Niakhate,3,3,1.33,48.48
Corentin Tolisso + Mathys De Carvalho + Pavel Šulc,3,3,1.33,48.48
Corentin Tolisso + Mathys De Carvalho + Tyler Morton,3,3,1.33,48.48
Dominik Greif + Mathys De Carvalho + Moussa Niakhate,3,3,1.33,48.48
Dominik Greif + Mathys De Carvalho + Pavel Šulc,3,3,1.33,48.48
Dominik Greif + Mathys De Carvalho + Tyler Morton,3,3,1.33,48.48
Mathys De Carvalho + Moussa Niakhate + Pavel Šulc,3,3,1.33,48.48
Mathys De Carvalho + Moussa Niakhate + Tyler Morton,3,3,1.33,48.48
Mathys De Carvalho + Pavel Šulc + Tyler Morton,3,3,1.33,48.48
Abner + Clinton Mata + Dominik Greif,3,6,1.33,48.18
Adam Karabec + Pavel Šulc + Tyler Morton,3,3,1.33,45.88
Adam Karabec + Ainsley Maitland-Niles + Malick Fofana,3,7,1.29,46.16
Adam Karabec + Clinton Mata + Malick Fofana,3,7,1.29,46.16
Adam Karabec + Corentin Tolisso + Malick Fofana,3,7,1.29,46.16
Ainsley Maitland-Niles + Martin Satriano + Moussa Niakhate,3,4,1.25,50.49
Afonso Moreira + Moussa Niakhate + Tyler Morton,3,4,1.25,49.96
Abner + Adam Karabec + Moussa Niakhate,3,4,1.25,49.06
Afonso Moreira + Ainsley Maitland-Niles + Tyler Morton,3,4,1.25,48.92
Clinton Mata + Dominik Greif + Nicolás Tagliafico,3,8,1.25,48.02
Dominik Greif + Moussa Niakhate + Nicolás Tagliafico,3,8,1.25,47.72
Dominik Greif + Nicolás Tagliafico + Tyler Morton,3,8,1.25,47.08
Adam Karabec + Ainsley Maitland-Niles + Pavel Šulc,3,4,1.25,46.29
Adam Karabec + Clinton Mata + Pavel Šulc,3,4,1.25,46.29
Adam Karabec + Corentin Tolisso + Pavel Šulc,3,4,1.25,46.29
Adam Karabec + Dominik Greif + Pavel Šulc,3,4,1.25,46.29
Abner + Ainsley Maitland-Niles + Dominik Greif,3,4,1.25,45.32
Dominik Greif + Moussa Niakhate + Tyler Morton,3,9,1.22,47.23
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata,3,9,1.22,46.1
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso,3,9,1.22,46.1
Adam Karabec + Clinton Mata + Corentin Tolisso,3,9,1.22,46.1
Afonso Moreira + Clinton Mata + Moussa Niakhate,3,5,1.2,49.48
Afonso Moreira + Dominik Greif + Moussa Niakhate,3,5,1.2,49.48
Afonso Moreira + Ainsley Maitland-Niles + Clinton Mata,3,5,1.2,48.64
Afonso Moreira + Ainsley Maitland-Niles + Dominik Greif,3,5,1.2,48.64
Clinton Mata + Dominik Greif + Moussa Niakhate,3,10,1.2,48.01
Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate,3,5,1.2,46.36
Ainsley Maitland-Niles + Khalis Merah + Tanner Tessmann,3,5,1.2,46.36
Clinton Mata + Khalis Merah + Tanner Tessmann,3,5,1.2,46.36
Khalis Merah + Moussa Niakhate + Tanner Tessmann,3,5,1.2,46.36
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif,3,10,1.2,46.18
Khalis Merah + Moussa Niakhate + Tyler Morton,3,5,1.2,46.18
Ainsley Maitland-Niles + Nicolás Tagliafico + Tanner Tessmann,3,5,1.2,46.06
Clinton Mata + Nicolás Tagliafico + Tanner Tessmann,3,5,1.2,46.06
Adam Karabec + Tanner Tessmann + Tyler Morton,3,5,1.2,45.7
Ainsley Maitland-Niles + Khalis Merah + Tyler Morton,3,5,1.2,45.34
Dominik Greif + Tanner Tessmann + Tyler Morton,3,5,1.2,44.56
Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,3,5,1.2,44.56
Adam Karabec + Dominik Greif + Malick Fofana,3,5,1.2,43.72
Ainsley Maitland-Niles + Dominik Greif + Malick Fofana,3,5,1.2,43.72
Clinton Mata + Dominik Greif + Malick Fofana,3,5,1.2,43.72
Corentin Tolisso + Dominik Greif + Malick Fofana,3,5,1.2,43.72
Abner + Ainsley Maitland-Niles + Malick Fofana,3,5,1.2,41.38
Abner + Clinton Mata + Malick Fofana,3,5,1.2,41.38
Abner + Corentin Tolisso + Malick Fofana,3,5,1.2,41.38
Abner + Malick Fofana + Tyler Morton,3,5,1.2,41.38
Ainsley Maitland-Niles + Moussa Niakhate + Nicolás Tagliafico,3,6,1.17,46.76
Ainsley Maitland-Niles + Dominik Greif + Tanner Tessmann,3,6,1.17,46.31
Clinton Mata + Dominik Greif + Tanner Tessmann,3,6,1.17,46.31
Ainsley Maitland-Niles + Nicolás Tagliafico + Tyler Morton,3,6,1.17,45.9
Adam Karabec + Moussa Niakhate + Tyler Morton,3,6,1.17,45.46
Clinton Mata + Moussa Niakhate + Tyler Morton,3,12,1.17,45.4
Ainsley Maitland-Niles + Clinton Mata + Tyler Morton,3,12,1.17,43.88
Abner + Dominik Greif + Tyler Morton,3,6,1.17,41.9
Corentin Tolisso + Martin Satriano + Moussa Niakhate,3,7,1.14,45.67
Dominik Greif + Martin Satriano + Moussa Niakhate,3,7,1.14,45.67
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif,3,7,1.14,44.34
Adam Karabec + Clinton Mata + Dominik Greif,3,7,1.14,44.34
Adam Karabec + Corentin Tolisso + Dominik Greif,3,7,1.14,44.34
Abner + Corentin Tolisso + Dominik Greif,3,7,1.14,42.71
Abner + Dominik Greif + Pavel Šulc,3,7,1.14,42.71
Abner + Clinton Mata + Pavel Šulc,3,7,1.14,42.32
Ainsley Maitland-Niles + Dominik Greif + Moussa Niakhate,3,8,1.12,46.54
Clinton Mata + Dominik Greif + Pavel Šulc,3,8,1.12,44.44
Ainsley Maitland-Niles + Tanner Tessmann + Tyler Morton,3,8,1.12,42.82
Clinton Mata + Tanner Tessmann + Tyler Morton,3,8,1.12,42.82
Ainsley Maitland-Niles + Malick Fofana + Tyler Morton,3,8,1.12,41.36
Clinton Mata + Malick Fofana + Tyler Morton,3,8,1.12,41.36
Corentin Tolisso + Malick Fofana + Tyler Morton,3,8,1.12,41.36
Abner + Clinton Mata + Tyler Morton,3,9,1.11,41.25
Ainsley Maitland-Niles + Moussa Niakhate + Tyler Morton,3,10,1.1,43.71
Corentin Tolisso + Dominik Greif + Tyler Morton,3,10,1.1,42.57
Abner + Clinton Mata + Corentin Tolisso,3,10,1.1,41.88
Clinton Mata + Corentin Tolisso + Dominik Greif,3,11,1.09,43.7
Clinton Mata + Corentin Tolisso + Tyler Morton,3,13,1.08,41.96
Afonso Moreira + Clinton Mata + Dominik Greif,3,6,1.0,43.28
Martin Satriano + Moussa Niakhate + Pavel Šulc,3,5,1.0,43.09
Clinton Mata + Nicolás Tagliafico + Pavel Šulc,3,4,1.0,42.51
Afonso Moreira + Clinton Mata + Tyler Morton,3,5,1.0,42.43
Afonso Moreira + Dominik Greif + Tyler Morton,3,5,1.0,42.43
Dominik Greif + Khalis Merah + Tanner Tessmann,3,3,1.0,42.43
Khalis Merah + Moussa Niakhate + Nicolás Tagliafico,3,3,1.0,42.43
Khalis Merah + Nicolás Tagliafico + Tanner Tessmann,3,3,1.0,42.43
Adam Karabec + Ainsley Maitland-Niles + Moussa Niakhate,3,8,1.0,42.21
Adam Karabec + Clinton Mata + Moussa Niakhate,3,8,1.0,42.21
Adam Karabec + Corentin Tolisso + Moussa Niakhate,3,8,1.0,42.21
Clinton Mata + Corentin Tolisso + Nicolás Tagliafico,3,7,1.0,42.18
Adam Karabec + Ainsley Maitland-Niles + Tanner Tessmann,3,7,1.0,41.92
Adam Karabec + Clinton Mata + Tanner Tessmann,3,7,1.0,41.92
Adam Karabec + Corentin Tolisso + Tanner Tessmann,3,7,1.0,41.92
Adam Karabec + Moussa Niakhate + Tanner Tessmann,3,7,1.0,41.92
Moussa Niakhate + Nicolás Tagliafico + Pavel Šulc,3,4,1.0,41.91
Abner + Dominik Greif + Moussa Niakhate,3,5,1.0,41.89
Adam Karabec + Khalis Merah + Tyler Morton,3,3,1.0,41.83
Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate,3,12,1.0,41.83
Ainsley Maitland-Niles + Clinton Mata + Nicolás Tagliafico,3,7,1.0,41.83
Ainsley Maitland-Niles + Dominik Greif + Nicolás Tagliafico,3,7,1.0,41.83
Corentin Tolisso + Moussa Niakhate + Nicolás Tagliafico,3,7,1.0,41.83
Khalis Merah + Malick Fofana + Tyler Morton,3,3,1.0,41.83
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif,3,9,1.0,41.43
Clinton Mata + Khalis Merah + Moussa Niakhate,3,6,1.0,41.38
Adam Karabec + Nicolás Tagliafico + Tyler Morton,3,3,1.0,41.33
Malick Fofana + Nicolás Tagliafico + Tyler Morton,3,3,1.0,41.33
Abner + Martin Satriano + Moussa Niakhate,3,4,1.0,41.31
Ainsley Maitland-Niles + Dominik Greif + Pavel Šulc,3,6,1.0,41.28
Abner + Clinton Mata + Moussa Niakhate,3,8,1.0,41.16
Corentin Tolisso + Nicolás Tagliafico + Tyler Morton,3,7,1.0,41.1
Dominik Greif + Moussa Niakhate + Tanner Tessmann,3,7,1.0,41.1
Adam Karabec + Malick Fofana + Moussa Niakhate,3,6,1.0,40.98
Adam Karabec + Malick Fofana + Tanner Tessmann,3,6,1.0,40.98
Ainsley Maitland-Niles + Clinton Mata + Tanner Tessmann,3,10,1.0,40.75
Ainsley Maitland-Niles + Moussa Niakhate + Tanner Tessmann,3,10,1.0,40.75
Clinton Mata + Moussa Niakhate + Tanner Tessmann,3,10,1.0,40.75
Khalis Merah + Nicolás Tagliafico + Tyler Morton,3,3,1.0,40.73
Ainsley Maitland-Niles + Clinton Mata + Khalis Merah,3,6,1.0,40.68
Corentin Tolisso + Dominik Greif + Pavel Šulc,3,9,1.0,40.6
Clinton Mata + Khalis Merah + Tyler Morton,3,6,1.0,40.53
Corentin Tolisso + Martin Satriano + Tanner Tessmann,3,4,1.0,40.41
Dominik Greif + Martin Satriano + Tanner Tessmann,3,4,1.0,40.41
Martin Satriano + Moussa Niakhate + Tanner Tessmann,3,4,1.0,40.41
Abner + Khalis Merah + Moussa Niakhate,3,3,1.0,40.33
Clinton Mata + Corentin Tolisso + Pavel Šulc,3,9,1.0,40.3
Dominik Greif + Nicolás Tagliafico + Tanner Tessmann,3,6,1.0,40.03
Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,3,6,1.0,40.03
Ainsley Maitland-Niles + Corentin Tolisso + Tyler Morton,3,11,1.0,39.79
Dominik Greif + Pavel Šulc + Tyler Morton,3,8,1.0,39.73
Clinton Mata + Pavel Šulc + Tyler Morton,3,8,1.0,39.39
Abner + Corentin Tolisso + Hans Hateboer,3,3,1.0,39.23
Abner + Dominik Greif + Hans Hateboer,3,3,1.0,39.23
Abner + Hans Hateboer + Martin Satriano,3,3,1.0,39.23
Abner + Hans Hateboer + Moussa Niakhate,3,3,1.0,39.23
Abner + Hans Hateboer + Pavel Šulc,3,3,1.0,39.23
Abner + Hans Hateboer + Tyler Morton,3,3,1.0,39.23
Afonso Moreira + Clinton Mata + Khalis Merah,3,3,1.0,39.23
Afonso Moreira + Dominik Greif + Khalis Merah,3,3,1.0,39.23
Afonso Moreira + Khalis Merah + Tyler Morton,3,3,1.0,39.23
Corentin Tolisso + Dominik Greif + Hans Hateboer,3,3,1.0,39.23
Corentin Tolisso + Hans Hateboer + Martin Satriano,3,3,1.0,39.23
Corentin Tolisso + Hans Hateboer + Moussa Niakhate,3,3,1.0,39.23
Corentin Tolisso + Hans Hateboer + Pavel Šulc,3,3,1.0,39.23
Corentin Tolisso + Hans Hateboer + Tyler Morton,3,3,1.0,39.23
Dominik Greif + Hans Hateboer + Martin Satriano,3,3,1.0,39.23
Dominik Greif + Hans Hateboer + Moussa Niakhate,3,3,1.0,39.23
Dominik Greif + Hans Hateboer + Pavel Šulc,3,3,1.0,39.23
Dominik Greif + Hans Hateboer + Tyler Morton,3,3,1.0,39.23
Hans Hateboer + Martin Satriano + Moussa Niakhate,3,3,1.0,39.23
Hans Hateboer + Martin Satriano + Pavel Šulc,3,3,1.0,39.23
Hans Hateboer + Martin Satriano + Tyler Morton,3,3,1.0,39.23
Hans Hateboer + Moussa Niakhate + Pavel Šulc,3,3,1.0,39.23
Hans Hateboer + Moussa Niakhate + Tyler Morton,3,3,1.0,39.23
Hans Hateboer + Pavel Šulc + Tyler Morton,3,3,1.0,39.23
Moussa Niakhate + Tanner Tessmann + Tyler Morton,3,9,1.0,39.17
Abner + Ainsley Maitland-Niles + Khalis Merah,3,3,1.0,38.93
Abner + Ainsley Maitland-Niles + Clinton Mata,3,8,1.0,38.87
Abner + Ainsley Maitland-Niles + Corentin Tolisso,3,8,1.0,38.87
Ainsley Maitland-Niles + Clinton Mata + Malick Fofana,3,9,1.0,38.7
Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana,3,9,1.0,38.7
Clinton Mata + Corentin Tolisso + Malick Fofana,3,9,1.0,38.7
Abner + Corentin Tolisso + Pavel Šulc,3,8,1.0,38.27
Abner + Corentin Tolisso + Tyler Morton,3,10,1.0,38.11
Martin Satriano + Nicolás Tagliafico + Tanner Tessmann,3,3,1.0,38.03
Abner + Corentin Tolisso + Nicolás Tagliafico,3,3,1.0,37.83
Abner + Dominik Greif + Nicolás Tagliafico,3,3,1.0,37.83
Abner + Nicolás Tagliafico + Pavel Šulc,3,3,1.0,37.83
Abner + Nicolás Tagliafico + Tyler Morton,3,3,1.0,37.83
Abner + Ainsley Maitland-Niles + Pavel Šulc,3,5,1.0,37.69
Abner + Ainsley Maitland-Niles + Tyler Morton,3,7,1.0,37.63
Abner + Pavel Šulc + Tyler Morton,3,7,1.0,36.95
Ainsley Maitland-Niles + Malick Fofana + Pavel Šulc,3,3,1.0,33.53
Clinton Mata + Malick Fofana + Pavel Šulc,3,3,1.0,33.53
Corentin Tolisso + Malick Fofana + Pavel Šulc,3,3,1.0,33.53
Malick Fofana + Pavel Šulc + Tyler Morton,3,3,1.0,33.53
Clinton Mata + Corentin Tolisso + Moussa Niakhate,3,13,0.92,40.07
Corentin Tolisso + Moussa Niakhate + Tyler Morton,3,12,0.92,38.82
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso,3,13,0.92,38.66
Corentin Tolisso + Dominik Greif + Moussa Niakhate,3,10,0.9,40.11
Abner + Corentin Tolisso + Moussa Niakhate,3,9,0.89,37.68
Corentin Tolisso + Pavel Šulc + Tyler Morton,3,9,0.89,36.12
Corentin Tolisso + Dominik Greif + Nicolás Tagliafico,3,8,0.88,38.14
Abner + Moussa Niakhate + Tyler Morton,3,8,0.88,36.45
Dominik Greif + Moussa Niakhate + Pavel Šulc,3,7,0.86,39.41
Clinton Mata + Moussa Niakhate + Pavel Šulc,3,7,0.86,39.03
Ainsley Maitland-Niles + Clinton Mata + Pavel Šulc,3,7,0.86,36.41
Ainsley Maitland-Niles + Corentin Tolisso + Pavel Šulc,3,7,0.86,36.41
Malick Fofana + Moussa Niakhate + Tyler Morton,3,7,0.86,36.24
Malick Fofana + Tanner Tessmann + Tyler Morton,3,7,0.86,36.24
Adam Karabec + Dominik Greif + Moussa Niakhate,3,6,0.83,38.86
Abner + Ainsley Maitland-Niles + Moussa Niakhate,3,6,0.83,36.91
Abner + Moussa Niakhate + Pavel Šulc,3,6,0.83,36.11
Ainsley Maitland-Niles + Pavel Šulc + Tyler Morton,3,6,0.83,34.56
Ainsley Maitland-Niles + Corentin Tolisso + Moussa Niakhate,3,11,0.82,37.55
Adam Karabec + Dominik Greif + Tanner Tessmann,3,5,0.8,37.79
Corentin Tolisso + Nicolás Tagliafico + Pavel Šulc,3,5,0.8,35.99
Dominik Greif + Nicolás Tagliafico + Pavel Šulc,3,5,0.8,35.99
Nicolás Tagliafico + Pavel Šulc + Tyler Morton,3,5,0.8,35.99
Abner + Ainsley Maitland-Niles + Tanner Tessmann,3,5,0.8,35.45
Abner + Clinton Mata + Tanner Tessmann,3,5,0.8,35.45
Ainsley Maitland-Niles + Corentin Tolisso + Tanner Tessmann,3,9,0.78,35.4
Clinton Mata + Corentin Tolisso + Tanner Tessmann,3,9,0.78,35.4
Afonso Moreira + Corentin Tolisso + Moussa Niakhate,3,4,0.75,39.62
Afonso Moreira + Moussa Niakhate + Pavel Šulc,3,4,0.75,39.62
Afonso Moreira + Ainsley Maitland-Niles + Corentin Tolisso,3,4,0.75,38.57
Afonso Moreira + Ainsley Maitland-Niles + Pavel Šulc,3,4,0.75,38.57
Dominik Greif + Khalis Merah + Moussa Niakhate,3,4,0.75,35.95
Adam Karabec + Ainsley Maitland-Niles + Khalis Merah,3,4,0.75,35.72
Adam Karabec + Clinton Mata + Khalis Merah,3,4,0.75,35.72
Adam Karabec + Corentin Tolisso + Khalis Merah,3,4,0.75,35.72
Adam Karabec + Khalis Merah + Malick Fofana,3,4,0.75,35.72
Adam Karabec + Khalis Merah + Moussa Niakhate,3,4,0.75,35.72
Adam Karabec + Khalis Merah + Tanner Tessmann,3,4,0.75,35.72
Ainsley Maitland-Niles + Khalis Merah + Malick Fofana,3,4,0.75,35.72
Clinton Mata + Khalis Merah + Malick Fofana,3,4,0.75,35.72
Corentin Tolisso + Khalis Merah + Malick Fofana,3,4,0.75,35.72
Corentin Tolisso + Khalis Merah + Tanner Tessmann,3,4,0.75,35.72
Khalis Merah + Malick Fofana + Moussa Niakhate,3,4,0.75,35.72
Khalis Merah + Malick Fofana + Tanner Tessmann,3,4,0.75,35.72
Corentin Tolisso + Moussa Niakhate + Pavel Šulc,3,8,0.75,35.39
Adam Karabec + Ainsley Maitland-Niles + Nicolás Tagliafico,3,4,0.75,35.35
Adam Karabec + Clinton Mata + Nicolás Tagliafico,3,4,0.75,35.35
Adam Karabec + Corentin Tolisso + Nicolás Tagliafico,3,4,0.75,35.35
Adam Karabec + Dominik Greif + Nicolás Tagliafico,3,4,0.75,35.35
Adam Karabec + Malick Fofana + Nicolás Tagliafico,3,4,0.75,35.35
Adam Karabec + Moussa Niakhate + Nicolás Tagliafico,3,4,0.75,35.35
Adam Karabec + Nicolás Tagliafico + Tanner Tessmann,3,4,0.75,35.35
Ainsley Maitland-Niles + Malick Fofana + Nicolás Tagliafico,3,4,0.75,35.35
Clinton Mata + Malick Fofana + Nicolás Tagliafico,3,4,0.75,35.35
Corentin Tolisso + Malick Fofana + Nicolás Tagliafico,3,4,0.75,35.35
Dominik Greif + Malick Fofana + Moussa Niakhate,3,4,0.75,35.35
Dominik Greif + Malick Fofana + Nicolás Tagliafico,3,4,0.75,35.35
Dominik Greif + Malick Fofana + Tanner Tessmann,3,4,0.75,35.35
Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,3,4,0.75,35.35
Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,3,4,0.75,35.35
Ainsley Maitland-Niles + Dominik Greif + Khalis Merah,3,4,0.75,34.9
Ainsley Maitland-Niles + Khalis Merah + Nicolás Tagliafico,3,4,0.75,34.9
Clinton Mata + Khalis Merah + Nicolás Tagliafico,3,4,0.75,34.9
Dominik Greif + Khalis Merah + Nicolás Tagliafico,3,4,0.75,34.9
Dominik Greif + Khalis Merah + Tyler Morton,3,4,0.75,34.68
Ainsley Maitland-Niles + Malick Fofana + Moussa Niakhate,3,8,0.75,33.89
Ainsley Maitland-Niles + Malick Fofana + Tanner Tessmann,3,8,0.75,33.89
Clinton Mata + Malick Fofana + Moussa Niakhate,3,8,0.75,33.89
Clinton Mata + Malick Fofana + Tanner Tessmann,3,8,0.75,33.89
Corentin Tolisso + Malick Fofana + Moussa Niakhate,3,8,0.75,33.89
Corentin Tolisso + Malick Fofana + Tanner Tessmann,3,8,0.75,33.89
Malick Fofana + Moussa Niakhate + Tanner Tessmann,3,8,0.75,33.89
Abner + Clinton Mata + Khalis Merah,3,4,0.75,33.33
Abner + Corentin Tolisso + Khalis Merah,3,4,0.75,33.33
Abner + Khalis Merah + Tyler Morton,3,4,0.75,33.33
Corentin Tolisso + Tanner Tessmann + Tyler Morton,3,8,0.75,32.95
Abner + Ainsley Maitland-Niles + Rémy Descamps,3,4,0.75,32.42
Abner + Clinton Mata + Rémy Descamps,3,4,0.75,32.42
Abner + Corentin Tolisso + Rémy Descamps,3,4,0.75,32.42
Abner + Malick Fofana + Moussa Niakhate,3,4,0.75,32.42
Abner + Malick Fofana + Rémy Descamps,3,4,0.75,32.42
Abner + Malick Fofana + Tanner Tessmann,3,4,0.75,32.42
Abner + Moussa Niakhate + Rémy Descamps,3,4,0.75,32.42
Abner + Rémy Descamps + Tanner Tessmann,3,4,0.75,32.42
Abner + Rémy Descamps + Tyler Morton,3,4,0.75,32.42
Ainsley Maitland-Niles + Clinton Mata + Rémy Descamps,3,4,0.75,32.42
Ainsley Maitland-Niles + Corentin Tolisso + Rémy Descamps,3,4,0.75,32.42
Ainsley Maitland-Niles + Malick Fofana + Rémy Descamps,3,4,0.75,32.42
Ainsley Maitland-Niles + Moussa Niakhate + Rémy Descamps,3,4,0.75,32.42
Ainsley Maitland-Niles + Rémy Descamps + Tanner Tessmann,3,4,0.75,32.42
Ainsley Maitland-Niles + Rémy Descamps + Tyler Morton,3,4,0.75,32.42
Clinton Mata + Corentin Tolisso + Rémy Descamps,3,4,0.75,32.42
Clinton Mata + Malick Fofana + Rémy Descamps,3,4,0.75,32.42
Clinton Mata + Moussa Niakhate + Rémy Descamps,3,4,0.75,32.42
Clinton Mata + Rémy Descamps + Tanner Tessmann,3,4,0.75,32.42
Clinton Mata + Rémy Descamps + Tyler Morton,3,4,0.75,32.42
Corentin Tolisso + Malick Fofana + Rémy Descamps,3,4,0.75,32.42
