combo,size,matches,avg_points,avg_score_final
Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Rachid Ghezzal,4,3,2.0,65.17
Adam Karabec + Khalis Merah + Rachid Ghezzal + Tanner Tessmann,4,3,2.0,65.17
Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Rachid Ghezzal,4,3,2.0,65.17
Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Rachid Ghezzal,4,3,2.0,65.17
Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate + Rachid Ghezzal,4,3,2.0,65.17
Ainsley Maitland-Niles + Khalis Merah + Rachid Ghezzal + Tanner Tessmann,4,3,2.0,65.17
Clinton Mata + Khalis Merah + Rachid Ghezzal + Tanner Tessmann,4,3,2.0,65.17
Corentin Tolisso + Khalis Merah + Rachid Ghezzal + Tanner Tessmann,4,3,2.0,65.17
Khalis Merah + Moussa Niakhate + Rachid Ghezzal + Tanner Tessmann,4,3,2.0,65.17
Adam Karabec + Khalis Merah + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,64.87
Adam Karabec + Khalis Merah + Rachid Ghezzal + Tyler Morton,4,3,2.0,64.87
Clinton Mata + Khalis Merah + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,64.87
Clinton Mata + Khalis Merah + Rachid Ghezzal + Tyler Morton,4,3,2.0,64.87
Corentin Tolisso + Khalis Merah + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,64.87
Corentin Tolisso + Khalis Merah + Rachid Ghezzal + Tyler Morton,4,3,2.0,64.87
Khalis Merah + Moussa Niakhate + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,64.87
Khalis Merah + Moussa Niakhate + Rachid Ghezzal + Tyler Morton,4,3,2.0,64.87
Khalis Merah + Rachid Ghezzal + Ruben Kluivert + Tyler Morton,4,3,2.0,64.87
Ainsley Maitland-Niles + Clinton Mata + Rachid Ghezzal + Tyler Morton,4,5,2.0,64.35
Ainsley Maitland-Niles + Corentin Tolisso + Rachid Ghezzal + Tyler Morton,4,5,2.0,64.35
Ainsley Maitland-Niles + Moussa Niakhate + Rachid Ghezzal + Tyler Morton,4,5,2.0,64.35
Ainsley Maitland-Niles + Rachid Ghezzal + Tanner Tessmann + Tyler Morton,4,5,2.0,64.35
Clinton Mata + Rachid Ghezzal + Tanner Tessmann + Tyler Morton,4,5,2.0,64.35
Corentin Tolisso + Rachid Ghezzal + Tanner Tessmann + Tyler Morton,4,5,2.0,64.35
Moussa Niakhate + Rachid Ghezzal + Tanner Tessmann + Tyler Morton,4,5,2.0,64.35
Abner + Adam Karabec + Clinton Mata + Rachid Ghezzal,4,3,2.0,60.97
Abner + Adam Karabec + Corentin Tolisso + Rachid Ghezzal,4,3,2.0,60.97
Abner + Adam Karabec + Moussa Niakhate + Rachid Ghezzal,4,3,2.0,60.97
Abner + Adam Karabec + Pavel Šulc + Rachid Ghezzal,4,3,2.0,60.97
Abner + Adam Karabec + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.97
Abner + Adam Karabec + Rachid Ghezzal + Tyler Morton,4,3,2.0,60.97
Abner + Clinton Mata + Corentin Tolisso + Rachid Ghezzal,4,3,2.0,60.97
Abner + Clinton Mata + Moussa Niakhate + Rachid Ghezzal,4,3,2.0,60.97
Abner + Clinton Mata + Pavel Šulc + Rachid Ghezzal,4,3,2.0,60.97
Abner + Clinton Mata + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.97
Abner + Clinton Mata + Rachid Ghezzal + Tyler Morton,4,3,2.0,60.97
Abner + Corentin Tolisso + Moussa Niakhate + Rachid Ghezzal,4,3,2.0,60.97
Abner + Corentin Tolisso + Pavel Šulc + Rachid Ghezzal,4,3,2.0,60.97
Abner + Corentin Tolisso + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.97
Abner + Corentin Tolisso + Rachid Ghezzal + Tyler Morton,4,3,2.0,60.97
Abner + Moussa Niakhate + Pavel Šulc + Rachid Ghezzal,4,3,2.0,60.97
Abner + Moussa Niakhate + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.97
Abner + Moussa Niakhate + Rachid Ghezzal + Tyler Morton,4,3,2.0,60.97
Abner + Pavel Šulc + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.97
Abner + Pavel Šulc + Rachid Ghezzal + Tyler Morton,4,3,2.0,60.97
Abner + Rachid Ghezzal + Ruben Kluivert + Tyler Morton,4,3,2.0,60.97
Adam Karabec + Pavel Šulc + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.97
Clinton Mata + Pavel Šulc + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.97
Corentin Tolisso + Pavel Šulc + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.97
Moussa Niakhate + Pavel Šulc + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.97
Pavel Šulc + Rachid Ghezzal + Ruben Kluivert + Tyler Morton,4,3,2.0,60.97
Adam Karabec + Afonso Moreira + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.87
Adam Karabec + Dominik Greif + Moussa Niakhate + Ruben Kluivert,4,3,2.0,60.87
Adam Karabec + Dominik Greif + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.87
Adam Karabec + Malick Fofana + Rachid Ghezzal + Tyler Morton,4,3,2.0,60.87
Afonso Moreira + Clinton Mata + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.87
Afonso Moreira + Corentin Tolisso + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.87
Afonso Moreira + Dominik Greif + Moussa Niakhate + Ruben Kluivert,4,3,2.0,60.87
Afonso Moreira + Dominik Greif + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.87
Afonso Moreira + Moussa Niakhate + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.87
Afonso Moreira + Rachid Ghezzal + Ruben Kluivert + Tyler Morton,4,3,2.0,60.87
Ainsley Maitland-Niles + Malick Fofana + Rachid Ghezzal + Tyler Morton,4,3,2.0,60.87
Clinton Mata + Dominik Greif + Moussa Niakhate + Ruben Kluivert,4,3,2.0,60.87
Clinton Mata + Dominik Greif + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.87
Clinton Mata + Malick Fofana + Rachid Ghezzal + Tyler Morton,4,3,2.0,60.87
Corentin Tolisso + Dominik Greif + Moussa Niakhate + Ruben Kluivert,4,3,2.0,60.87
Corentin Tolisso + Dominik Greif + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.87
Corentin Tolisso + Malick Fofana + Rachid Ghezzal + Tyler Morton,4,3,2.0,60.87
Dominik Greif + Moussa Niakhate + Rachid Ghezzal + Ruben Kluivert,4,3,2.0,60.87
Dominik Greif + Moussa Niakhate + Ruben Kluivert + Tyler Morton,4,3,2.0,60.87
Dominik Greif + Rachid Ghezzal + Ruben Kluivert + Tyler Morton,4,3,2.0,60.87
Malick Fofana + Moussa Niakhate + Rachid Ghezzal + Tyler Morton,4,3,2.0,60.87
Malick Fofana + Pavel Šulc + Rachid Ghezzal + Tyler Morton,4,3,2.0,60.87
Malick Fofana + Rachid Ghezzal + Tanner Tessmann + Tyler Morton,4,3,2.0,60.87
Adam Karabec + Nicolás Tagliafico + Rachid Ghezzal + Tyler Morton,4,3,2.0,60.77
Adam Karabec + Malick Fofana + Martin Satriano + Tyler Morton,4,3,2.0,60.07
Afonso Moreira + Malick Fofana + Martin Satriano + Tyler Morton,4,3,2.0,60.07
Ainsley Maitland-Niles + Malick Fofana + Martin Satriano + Tyler Morton,4,3,2.0,60.07
Clinton Mata + Malick Fofana + Martin Satriano + Tyler Morton,4,3,2.0,60.07
Corentin Tolisso + Malick Fofana + Martin Satriano + Tyler Morton,4,3,2.0,60.07
Dominik Greif + Malick Fofana + Martin Satriano + Tyler Morton,4,3,2.0,60.07
Malick Fofana + Martin Satriano + Moussa Niakhate + Tyler Morton,4,3,2.0,60.07
Malick Fofana + Martin Satriano + Nicolás Tagliafico + Tyler Morton,4,3,2.0,60.07
Malick Fofana + Martin Satriano + Pavel Šulc + Tyler Morton,4,3,2.0,60.07
Malick Fofana + Martin Satriano + Tanner Tessmann + Tyler Morton,4,3,2.0,60.07
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif + Ruben Kluivert,4,3,2.0,59.47
Adam Karabec + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert,4,3,2.0,59.47
Adam Karabec + Dominik Greif + Ruben Kluivert + Tanner Tessmann,4,3,2.0,59.47
Afonso Moreira + Ainsley Maitland-Niles + Dominik Greif + Ruben Kluivert,4,3,2.0,59.47
Afonso Moreira + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert,4,3,2.0,59.47
Afonso Moreira + Dominik Greif + Ruben Kluivert + Tanner Tessmann,4,3,2.0,59.47
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Ruben Kluivert,4,3,2.0,59.47
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Ruben Kluivert,4,3,2.0,59.47
Ainsley Maitland-Niles + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert,4,3,2.0,59.47
Ainsley Maitland-Niles + Dominik Greif + Ruben Kluivert + Tanner Tessmann,4,3,2.0,59.47
Ainsley Maitland-Niles + Dominik Greif + Ruben Kluivert + Tyler Morton,4,3,2.0,59.47
Clinton Mata + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert,4,3,2.0,59.47
Clinton Mata + Dominik Greif + Ruben Kluivert + Tanner Tessmann,4,3,2.0,59.47
Corentin Tolisso + Dominik Greif + Nicolás Tagliafico + Ruben Kluivert,4,3,2.0,59.47
Corentin Tolisso + Dominik Greif + Ruben Kluivert + Tanner Tessmann,4,3,2.0,59.47
Dominik Greif + Nicolás Tagliafico + Ruben Kluivert + Tanner Tessmann,4,3,2.0,59.47
Dominik Greif + Nicolás Tagliafico + Ruben Kluivert + Tyler Morton,4,3,2.0,59.47
Dominik Greif + Ruben Kluivert + Tanner Tessmann + Tyler Morton,4,3,2.0,59.47
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Rachid Ghezzal,4,5,1.8,57.78
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Rachid Ghezzal,4,5,1.8,57.78
Adam Karabec + Ainsley Maitland-Niles + Moussa Niakhate + Rachid Ghezzal,4,5,1.8,57.78
Adam Karabec + Ainsley Maitland-Niles + Rachid Ghezzal + Tanner Tessmann,4,5,1.8,57.78
Adam Karabec + Clinton Mata + Rachid Ghezzal + Tanner Tessmann,4,5,1.8,57.78
Adam Karabec + Corentin Tolisso + Rachid Ghezzal + Tanner Tessmann,4,5,1.8,57.78
Adam Karabec + Moussa Niakhate + Rachid Ghezzal + Tanner Tessmann,4,5,1.8,57.78
Adam Karabec + Clinton Mata + Rachid Ghezzal + Tyler Morton,4,5,1.8,57.6
Adam Karabec + Corentin Tolisso + Rachid Ghezzal + Tyler Morton,4,5,1.8,57.6
Adam Karabec + Moussa Niakhate + Rachid Ghezzal + Tyler Morton,4,5,1.8,57.6
Adam Karabec + Ainsley Maitland-Niles + Moussa Niakhate + Ruben Kluivert,4,5,1.8,55.56
Adam Karabec + Moussa Niakhate + Ruben Kluivert + Tanner Tessmann,4,5,1.8,55.56
Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Ruben Kluivert,4,5,1.8,55.56
Ainsley Maitland-Niles + Corentin Tolisso + Moussa Niakhate + Ruben Kluivert,4,5,1.8,55.56
Ainsley Maitland-Niles + Moussa Niakhate + Ruben Kluivert + Tanner Tessmann,4,5,1.8,55.56
Ainsley Maitland-Niles + Moussa Niakhate + Ruben Kluivert + Tyler Morton,4,5,1.8,55.56
Clinton Mata + Moussa Niakhate + Ruben Kluivert + Tanner Tessmann,4,5,1.8,55.56
Corentin Tolisso + Moussa Niakhate + Ruben Kluivert + Tanner Tessmann,4,5,1.8,55.56
Moussa Niakhate + Ruben Kluivert + Tanner Tessmann + Tyler Morton,4,5,1.8,55.56
Ainsley Maitland-Niles + Pavel Šulc + Rachid Ghezzal + Tyler Morton,4,4,1.75,58.21
Pavel Šulc + Rachid Ghezzal + Tanner Tessmann + Tyler Morton,4,4,1.75,58.21
Afonso Moreira + Ainsley Maitland-Niles + Rachid Ghezzal + Tyler Morton,4,4,1.75,58.13
Afonso Moreira + Nicolás Tagliafico + Rachid Ghezzal + Tyler Morton,4,4,1.75,58.13
Afonso Moreira + Rachid Ghezzal + Tanner Tessmann + Tyler Morton,4,4,1.75,58.13
Ainsley Maitland-Niles + Dominik Greif + Rachid Ghezzal + Tyler Morton,4,4,1.75,58.13
Ainsley Maitland-Niles + Nicolás Tagliafico + Rachid Ghezzal + Tyler Morton,4,4,1.75,58.13
Clinton Mata + Nicolás Tagliafico + Rachid Ghezzal + Tyler Morton,4,4,1.75,58.13
Corentin Tolisso + Nicolás Tagliafico + Rachid Ghezzal + Tyler Morton,4,4,1.75,58.13
Dominik Greif + Nicolás Tagliafico + Rachid Ghezzal + Tyler Morton,4,4,1.75,58.13
Dominik Greif + Rachid Ghezzal + Tanner Tessmann + Tyler Morton,4,4,1.75,58.13
Moussa Niakhate + Nicolás Tagliafico + Rachid Ghezzal + Tyler Morton,4,4,1.75,58.13
Nicolás Tagliafico + Rachid Ghezzal + Tanner Tessmann + Tyler Morton,4,4,1.75,58.13
Abner + Clinton Mata + Dominik Greif + Nicolás Tagliafico,4,4,1.75,56.26
Abner + Clinton Mata + Martin Satriano + Nicolás Tagliafico,4,4,1.75,56.26
Abner + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico,4,4,1.75,55.66
Abner + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico,4,4,1.75,55.66
Afonso Moreira + Ainsley Maitland-Niles + Clinton Mata + Hans Hateboer,4,3,1.67,61.92
Afonso Moreira + Clinton Mata + Hans Hateboer + Nicolás Tagliafico,4,3,1.67,61.92
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Hans Hateboer,4,3,1.67,61.92
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Hans Hateboer,4,3,1.67,61.92
Ainsley Maitland-Niles + Clinton Mata + Hans Hateboer + Martin Satriano,4,3,1.67,61.92
Ainsley Maitland-Niles + Clinton Mata + Hans Hateboer + Mathys De Carvalho,4,3,1.67,61.92
Ainsley Maitland-Niles + Clinton Mata + Hans Hateboer + Moussa Niakhate,4,3,1.67,61.92
Ainsley Maitland-Niles + Clinton Mata + Hans Hateboer + Nicolás Tagliafico,4,3,1.67,61.92
Ainsley Maitland-Niles + Clinton Mata + Hans Hateboer + Pavel Šulc,4,3,1.67,61.92
Ainsley Maitland-Niles + Clinton Mata + Hans Hateboer + Tyler Morton,4,3,1.67,61.92
Clinton Mata + Corentin Tolisso + Hans Hateboer + Nicolás Tagliafico,4,3,1.67,61.92
Clinton Mata + Dominik Greif + Hans Hateboer + Nicolás Tagliafico,4,3,1.67,61.92
Clinton Mata + Hans Hateboer + Martin Satriano + Nicolás Tagliafico,4,3,1.67,61.92
Clinton Mata + Hans Hateboer + Mathys De Carvalho + Nicolás Tagliafico,4,3,1.67,61.92
Clinton Mata + Hans Hateboer + Moussa Niakhate + Nicolás Tagliafico,4,3,1.67,61.92
Clinton Mata + Hans Hateboer + Nicolás Tagliafico + Pavel Šulc,4,3,1.67,61.92
Clinton Mata + Hans Hateboer + Nicolás Tagliafico + Tyler Morton,4,3,1.67,61.92
Abner + Ainsley Maitland-Niles + Clinton Mata + Mathys De Carvalho,4,3,1.67,61.02
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Rachid Ghezzal,4,6,1.67,56.52
Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Rachid Ghezzal,4,6,1.67,56.52
Ainsley Maitland-Niles + Clinton Mata + Rachid Ghezzal + Tanner Tessmann,4,6,1.67,56.52
Ainsley Maitland-Niles + Corentin Tolisso + Moussa Niakhate + Rachid Ghezzal,4,6,1.67,56.52
Ainsley Maitland-Niles + Corentin Tolisso + Rachid Ghezzal + Tanner Tessmann,4,6,1.67,56.52
Ainsley Maitland-Niles + Moussa Niakhate + Rachid Ghezzal + Tanner Tessmann,4,6,1.67,56.52
Clinton Mata + Corentin Tolisso + Rachid Ghezzal + Tanner Tessmann,4,6,1.67,56.52
Clinton Mata + Moussa Niakhate + Rachid Ghezzal + Tanner Tessmann,4,6,1.67,56.52
Corentin Tolisso + Moussa Niakhate + Rachid Ghezzal + Tanner Tessmann,4,6,1.67,56.52
Clinton Mata + Corentin Tolisso + Rachid Ghezzal + Tyler Morton,4,6,1.67,56.37
Clinton Mata + Moussa Niakhate + Rachid Ghezzal + Tyler Morton,4,6,1.67,56.37
Corentin Tolisso + Moussa Niakhate + Rachid Ghezzal + Tyler Morton,4,6,1.67,56.37
Abner + Clinton Mata + Dominik Greif + Moussa Niakhate,4,5,1.6,55.35
Abner + Clinton Mata + Martin Satriano + Moussa Niakhate,4,5,1.6,55.35
Abner + Ainsley Maitland-Niles + Clinton Mata + Dominik Greif,4,5,1.6,54.51
Abner + Ainsley Maitland-Niles + Clinton Mata + Martin Satriano,4,5,1.6,54.51
Abner + Ainsley Maitland-Niles + Dominik Greif + Moussa Niakhate,4,5,1.6,54.03
Abner + Ainsley Maitland-Niles + Martin Satriano + Moussa Niakhate,4,5,1.6,54.03
Clinton Mata + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico,4,7,1.57,54.77
Clinton Mata + Martin Satriano + Moussa Niakhate + Tyler Morton,4,7,1.57,54.64
Ainsley Maitland-Niles + Clinton Mata + Martin Satriano + Tyler Morton,4,7,1.57,54.04
Clinton Mata + Martin Satriano + Nicolás Tagliafico + Tyler Morton,4,7,1.57,54.04
Ainsley Maitland-Niles + Martin Satriano + Moussa Niakhate + Tyler Morton,4,7,1.57,53.69
Martin Satriano + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,4,7,1.57,53.69
Clinton Mata + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico,4,9,1.56,54.81
Clinton Mata + Dominik Greif + Moussa Niakhate + Tyler Morton,4,9,1.56,54.71
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Tyler Morton,4,9,1.56,54.24
Clinton Mata + Dominik Greif + Nicolás Tagliafico + Tyler Morton,4,9,1.56,54.24
Ainsley Maitland-Niles + Dominik Greif + Moussa Niakhate + Tyler Morton,4,9,1.56,53.97
Dominik Greif + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,4,9,1.56,53.97
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Moussa Niakhate,4,10,1.5,54.08
Ainsley Maitland-Niles + Clinton Mata + Martin Satriano + Moussa Niakhate,4,8,1.5,53.86
Adam Karabec + Clinton Mata + Khalis Merah + Rachid Ghezzal,4,4,1.5,53.0
Adam Karabec + Corentin Tolisso + Khalis Merah + Rachid Ghezzal,4,4,1.5,53.0
Adam Karabec + Khalis Merah + Moussa Niakhate + Rachid Ghezzal,4,4,1.5,53.0
Clinton Mata + Corentin Tolisso + Khalis Merah + Rachid Ghezzal,4,4,1.5,53.0
Clinton Mata + Khalis Merah + Moussa Niakhate + Rachid Ghezzal,4,4,1.5,53.0
Corentin Tolisso + Khalis Merah + Moussa Niakhate + Rachid Ghezzal,4,4,1.5,53.0
Adam Karabec + Clinton Mata + Corentin Tolisso + Rachid Ghezzal,4,6,1.5,50.9
Adam Karabec + Clinton Mata + Moussa Niakhate + Rachid Ghezzal,4,6,1.5,50.9
Adam Karabec + Corentin Tolisso + Moussa Niakhate + Rachid Ghezzal,4,6,1.5,50.9
Adam Karabec + Dominik Greif + Malick Fofana + Tyler Morton,4,4,1.5,50.3
Afonso Moreira + Dominik Greif + Malick Fofana + Tyler Morton,4,4,1.5,50.3
Ainsley Maitland-Niles + Dominik Greif + Malick Fofana + Tyler Morton,4,4,1.5,50.3
Clinton Mata + Dominik Greif + Malick Fofana + Tyler Morton,4,4,1.5,50.3
Corentin Tolisso + Dominik Greif + Malick Fofana + Tyler Morton,4,4,1.5,50.3
Dominik Greif + Malick Fofana + Moussa Niakhate + Tyler Morton,4,4,1.5,50.3
Dominik Greif + Malick Fofana + Nicolás Tagliafico + Tyler Morton,4,4,1.5,50.3
Dominik Greif + Malick Fofana + Pavel Šulc + Tyler Morton,4,4,1.5,50.3
Dominik Greif + Malick Fofana + Tanner Tessmann + Tyler Morton,4,4,1.5,50.3
Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate + Ruben Kluivert,4,4,1.5,50.15
Khalis Merah + Moussa Niakhate + Ruben Kluivert + Tanner Tessmann,4,4,1.5,50.15
Adam Karabec + Ainsley Maitland-Niles + Malick Fofana + Rachid Ghezzal,4,4,1.5,50.0
Adam Karabec + Ainsley Maitland-Niles + Pavel Šulc + Rachid Ghezzal,4,4,1.5,50.0
Adam Karabec + Clinton Mata + Malick Fofana + Rachid Ghezzal,4,4,1.5,50.0
Adam Karabec + Corentin Tolisso + Malick Fofana + Rachid Ghezzal,4,4,1.5,50.0
Adam Karabec + Malick Fofana + Moussa Niakhate + Rachid Ghezzal,4,4,1.5,50.0
Adam Karabec + Malick Fofana + Pavel Šulc + Rachid Ghezzal,4,4,1.5,50.0
Adam Karabec + Malick Fofana + Rachid Ghezzal + Tanner Tessmann,4,4,1.5,50.0
Adam Karabec + Pavel Šulc + Rachid Ghezzal + Tanner Tessmann,4,4,1.5,50.0
Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Rachid Ghezzal,4,4,1.5,50.0
Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Rachid Ghezzal,4,4,1.5,50.0
Ainsley Maitland-Niles + Malick Fofana + Moussa Niakhate + Rachid Ghezzal,4,4,1.5,50.0
Ainsley Maitland-Niles + Malick Fofana + Pavel Šulc + Rachid Ghezzal,4,4,1.5,50.0
Ainsley Maitland-Niles + Malick Fofana + Rachid Ghezzal + Tanner Tessmann,4,4,1.5,50.0
Clinton Mata + Corentin Tolisso + Malick Fofana + Rachid Ghezzal,4,4,1.5,50.0
Clinton Mata + Malick Fofana + Moussa Niakhate + Rachid Ghezzal,4,4,1.5,50.0
Clinton Mata + Malick Fofana + Pavel Šulc + Rachid Ghezzal,4,4,1.5,50.0
Clinton Mata + Malick Fofana + Rachid Ghezzal + Tanner Tessmann,4,4,1.5,50.0
Corentin Tolisso + Malick Fofana + Moussa Niakhate + Rachid Ghezzal,4,4,1.5,50.0
Corentin Tolisso + Malick Fofana + Pavel Šulc + Rachid Ghezzal,4,4,1.5,50.0
Corentin Tolisso + Malick Fofana + Rachid Ghezzal + Tanner Tessmann,4,4,1.5,50.0
Malick Fofana + Moussa Niakhate + Pavel Šulc + Rachid Ghezzal,4,4,1.5,50.0
Malick Fofana + Moussa Niakhate + Rachid Ghezzal + Tanner Tessmann,4,4,1.5,50.0
Malick Fofana + Pavel Šulc + Rachid Ghezzal + Tanner Tessmann,4,4,1.5,50.0
Adam Karabec + Afonso Moreira + Ainsley Maitland-Niles + Rachid Ghezzal,4,4,1.5,49.92
Adam Karabec + Afonso Moreira + Nicolás Tagliafico + Rachid Ghezzal,4,4,1.5,49.92
Adam Karabec + Afonso Moreira + Rachid Ghezzal + Tanner Tessmann,4,4,1.5,49.92
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif + Rachid Ghezzal,4,4,1.5,49.92
Adam Karabec + Ainsley Maitland-Niles + Nicolás Tagliafico + Rachid Ghezzal,4,4,1.5,49.92
Adam Karabec + Clinton Mata + Nicolás Tagliafico + Rachid Ghezzal,4,4,1.5,49.92
Adam Karabec + Corentin Tolisso + Nicolás Tagliafico + Rachid Ghezzal,4,4,1.5,49.92
Adam Karabec + Dominik Greif + Nicolás Tagliafico + Rachid Ghezzal,4,4,1.5,49.92
Adam Karabec + Dominik Greif + Rachid Ghezzal + Tanner Tessmann,4,4,1.5,49.92
Adam Karabec + Moussa Niakhate + Nicolás Tagliafico + Rachid Ghezzal,4,4,1.5,49.92
Adam Karabec + Nicolás Tagliafico + Rachid Ghezzal + Tanner Tessmann,4,4,1.5,49.92
Adam Karabec + Pavel Šulc + Rachid Ghezzal + Tyler Morton,4,4,1.5,49.78
Adam Karabec + Afonso Moreira + Rachid Ghezzal + Tyler Morton,4,4,1.5,49.7
Adam Karabec + Dominik Greif + Rachid Ghezzal + Tyler Morton,4,4,1.5,49.7
Adam Karabec + Afonso Moreira + Malick Fofana + Martin Satriano,4,4,1.5,49.4
Adam Karabec + Ainsley Maitland-Niles + Malick Fofana + Martin Satriano,4,4,1.5,49.4
Adam Karabec + Clinton Mata + Malick Fofana + Martin Satriano,4,4,1.5,49.4
Adam Karabec + Corentin Tolisso + Malick Fofana + Martin Satriano,4,4,1.5,49.4
Adam Karabec + Dominik Greif + Malick Fofana + Martin Satriano,4,4,1.5,49.4
Adam Karabec + Malick Fofana + Martin Satriano + Moussa Niakhate,4,4,1.5,49.4
Adam Karabec + Malick Fofana + Martin Satriano + Nicolás Tagliafico,4,4,1.5,49.4
Adam Karabec + Malick Fofana + Martin Satriano + Pavel Šulc,4,4,1.5,49.4
Adam Karabec + Malick Fofana + Martin Satriano + Tanner Tessmann,4,4,1.5,49.4
Afonso Moreira + Ainsley Maitland-Niles + Malick Fofana + Martin Satriano,4,4,1.5,49.4
