combo,size,matches_together
Adam Karabec + Corentin Tolisso + Malick Fofana + Moussa Niakhate + Tanner Tessmann,5,5
Adam Karabec + Clinton Mata + Corentin Tolisso + Dominik Greif + Malick Fofana,5,5
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Dominik Greif + Martin Satriano,5,5
Corentin Tolisso + Dominik Greif + Malick Fofana,3,5
Dominik Greif + Martin Satriano + Moussa Niakhate + Tyler Morton,4,5
Dominik Greif + Martin Satriano + Nicolás Tagliafico,3,5
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Malick Fofana,4,5
Adam Karabec + Corentin Tolisso + Malick Fofana + Moussa Niakhate,4,5
Abner + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Tanner Tessmann,5,5
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Moussa Niakhate + Tanner Tessmann,5,5
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Moussa Niakhate + Tyler Morton,5,5
Adam Karabec + Ainsley Maitland-Niles + Tanner Tessmann + Tyler Morton,4,5
Afonso Moreira + Clinton Mata + Tyler Morton,3,5
Adam Karabec + Corentin Tolisso + Malick Fofana + Tyler Morton,4,5
Dominik Greif + Malick Fofana,2,5
Clinton Mata + Nicolás Tagliafico + Tanner Tessmann,3,5
Ainsley Maitland-Niles + Dominik Greif + Malick Fofana,3,5
Dominik Greif + Martin Satriano + Pavel Šulc,3,5
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Tanner Tessmann,4,5
Martin Satriano + Moussa Niakhate + Tyler Morton,3,5
Martin Satriano + Nicolás Tagliafico,2,5
Dominik Greif + Martin Satriano + Pavel Šulc + Tyler Morton,4,5
Corentin Tolisso + Martin Satriano + Moussa Niakhate + Tyler Morton,4,5
Ainsley Maitland-Niles + Dominik Greif + Martin Satriano,3,5
Abner + Corentin Tolisso + Tanner Tessmann + Tyler Morton,4,5
Ainsley Maitland-Niles + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,5,5
Martin Satriano + Pavel Šulc,2,5
Abner + Adam Karabec + Corentin Tolisso,3,5
Abner + Corentin Tolisso + Moussa Niakhate + Pavel Šulc,4,5
Ainsley Maitland-Niles + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,5,5
Martin Satriano + Pavel Šulc + Tyler Morton,3,5
Abner + Corentin Tolisso + Dominik Greif + Moussa Niakhate,4,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Malick Fofana,5,5
Khalis Merah + Moussa Niakhate + Tyler Morton,3,5
Adam Karabec + Dominik Greif + Malick Fofana,3,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Tanner Tessmann,5,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Tyler Morton,5,5
Ainsley Maitland-Niles + Dominik Greif + Nicolás Tagliafico + Tanner Tessmann,4,5
Ainsley Maitland-Niles + Clinton Mata + Martin Satriano,3,5
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Dominik Greif + Malick Fofana,5,5
Adam Karabec + Corentin Tolisso + Malick Fofana + Tanner Tessmann,4,5
Corentin Tolisso + Martin Satriano + Pavel Šulc + Tyler Morton,4,5
Corentin Tolisso + Martin Satriano + Pavel Šulc,3,5
Adam Karabec + Clinton Mata + Dominik Greif + Tanner Tessmann,4,5
Clinton Mata + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,4,5
Ainsley Maitland-Niles + Dominik Greif + Pavel Šulc,3,5
Abner + Tanner Tessmann + Tyler Morton,3,5
Clinton Mata + Martin Satriano + Tyler Morton,3,5
Abner + Corentin Tolisso + Moussa Niakhate + Tanner Tessmann + Tyler Morton,5,5
Ainsley Maitland-Niles + Dominik Greif + Pavel Šulc + Tyler Morton,4,5
Abner + Corentin Tolisso + Dominik Greif + Martin Satriano,4,5
Adam Karabec + Clinton Mata + Corentin Tolisso + Malick Fofana + Tyler Morton,5,5
Adam Karabec + Clinton Mata + Dominik Greif + Tyler Morton,4,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Moussa Niakhate,5,5
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Nicolás Tagliafico + Tyler Morton,5,5
Khalis Merah + Tanner Tessmann,2,5
Afonso Moreira + Dominik Greif + Moussa Niakhate,3,5
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Dominik Greif + Tanner Tessmann,5,5
Ainsley Maitland-Niles + Corentin Tolisso + Martin Satriano,3,5
Afonso Moreira + Clinton Mata + Moussa Niakhate,3,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Tanner Tessmann,5,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Tyler Morton,5,5
Ainsley Maitland-Niles + Clinton Mata + Nicolás Tagliafico + Tanner Tessmann,4,5
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico,5,5
Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate,3,5
Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate + Tanner Tessmann,4,5
Corentin Tolisso + Khalis Merah + Tyler Morton,3,5
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Dominik Greif + Pavel Šulc,5,5
Corentin Tolisso + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,4,5
Adam Karabec + Ainsley Maitland-Niles + Moussa Niakhate + Tanner Tessmann + Tyler Morton,5,5
Clinton Mata + Khalis Merah + Tanner Tessmann,3,5
Dominik Greif + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,5,5
Clinton Mata + Khalis Merah + Moussa Niakhate + Tyler Morton,4,5
Clinton Mata + Khalis Merah + Moussa Niakhate + Tanner Tessmann,4,5
Corentin Tolisso + Khalis Merah + Moussa Niakhate,3,5
Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,4,5
Ainsley Maitland-Niles + Khalis Merah + Tanner Tessmann,3,5
Adam Karabec + Corentin Tolisso + Moussa Niakhate + Tanner Tessmann + Tyler Morton,5,5
Ainsley Maitland-Niles + Khalis Merah + Tyler Morton,3,5
Adam Karabec + Clinton Mata + Dominik Greif + Malick Fofana,4,5
Abner + Clinton Mata + Tanner Tessmann,3,5
Adam Karabec + Clinton Mata + Corentin Tolisso + Malick Fofana + Tanner Tessmann,5,5
Adam Karabec + Clinton Mata + Dominik Greif + Moussa Niakhate + Tanner Tessmann,5,5
Abner + Adam Karabec + Clinton Mata + Corentin Tolisso,4,5
Abner + Adam Karabec + Clinton Mata,3,5
Abner + Corentin Tolisso + Moussa Niakhate + Pavel Šulc + Tyler Morton,5,5
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Martin Satriano,4,5
Adam Karabec + Corentin Tolisso + Dominik Greif + Tyler Morton,4,5
Adam Karabec + Corentin Tolisso + Dominik Greif + Tanner Tessmann,4,5
Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Tyler Morton,4,5
Clinton Mata + Dominik Greif + Nicolás Tagliafico + Tanner Tessmann,4,5
Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Tanner Tessmann,4,5
Afonso Moreira + Clinton Mata + Dominik Greif + Moussa Niakhate,4,5
Nicolás Tagliafico + Pavel Šulc,2,5
Nicolás Tagliafico + Pavel Šulc + Tyler Morton,3,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Tanner Tessmann + Tyler Morton,5,5
Ainsley Maitland-Niles + Martin Satriano,2,5
Abner + Moussa Niakhate + Tanner Tessmann + Tyler Morton,4,5
Dominik Greif + Moussa Niakhate + Tanner Tessmann + Tyler Morton,4,5
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Malick Fofana,5,5
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Martin Satriano,4,5
Corentin Tolisso + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico,4,5
Clinton Mata + Dominik Greif + Moussa Niakhate + Pavel Šulc + Tyler Morton,5,5
Afonso Moreira + Ainsley Maitland-Niles + Clinton Mata + Dominik Greif,4,5
Clinton Mata + Dominik Greif + Moussa Niakhate + Pavel Šulc,4,5
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Tanner Tessmann,5,5
Ainsley Maitland-Niles + Corentin Tolisso + Moussa Niakhate + Nicolás Tagliafico,4,5
Clinton Mata + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,5,5
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Tyler Morton,5,5
Abner + Ainsley Maitland-Niles + Moussa Niakhate + Tanner Tessmann,4,5
Abner + Ainsley Maitland-Niles + Moussa Niakhate + Tyler Morton,4,5
Abner + Clinton Mata + Moussa Niakhate + Tanner Tessmann,4,5
Adam Karabec + Clinton Mata + Corentin Tolisso + Tanner Tessmann + Tyler Morton,5,5
Dominik Greif + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico,4,5
Clinton Mata + Dominik Greif + Martin Satriano + Tyler Morton,4,5
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Moussa Niakhate,5,5
Adam Karabec + Clinton Mata + Corentin Tolisso + Malick Fofana + Moussa Niakhate,5,5
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Tanner Tessmann,5,5
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Tyler Morton,5,5
Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Moussa Niakhate + Tanner Tessmann,5,5
Adam Karabec + Dominik Greif + Tanner Tessmann,3,5
Abner + Corentin Tolisso + Martin Satriano,3,5
Abner + Ainsley Maitland-Niles + Tanner Tessmann,3,5
Adam Karabec + Corentin Tolisso + Dominik Greif + Moussa Niakhate + Tanner Tessmann,5,5
Ainsley Maitland-Niles + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,4,5
Dominik Greif + Nicolás Tagliafico + Pavel Šulc,3,5
Adam Karabec + Dominik Greif + Tyler Morton,3,5
Adam Karabec + Malick Fofana + Moussa Niakhate,3,5
Abner + Clinton Mata + Corentin Tolisso + Dominik Greif + Pavel Šulc,5,5
Abner + Clinton Mata + Corentin Tolisso + Dominik Greif + Tyler Morton,5,5
Clinton Mata + Dominik Greif + Malick Fofana,3,5
Dominik Greif + Nicolás Tagliafico + Pavel Šulc + Tyler Morton,4,5
Clinton Mata + Dominik Greif + Khalis Merah,3,5
Ainsley Maitland-Niles + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,4,5
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Moussa Niakhate + Tanner Tessmann,5,5
Dominik Greif + Tanner Tessmann + Tyler Morton,3,5
Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Moussa Niakhate,4,5
Corentin Tolisso + Dominik Greif + Nicolás Tagliafico + Tanner Tessmann,4,5
Adam Karabec + Clinton Mata + Malick Fofana + Tyler Morton,4,5
Corentin Tolisso + Nicolás Tagliafico + Pavel Šulc,3,5
Corentin Tolisso + Nicolás Tagliafico + Pavel Šulc + Tyler Morton,4,5
Abner + Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso,4,5
Abner + Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Tanner Tessmann,5,5
Adam Karabec + Moussa Niakhate + Tanner Tessmann + Tyler Morton,4,5
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Pavel Šulc + Tyler Morton,5,5
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Pavel Šulc,4,5
Abner + Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Tyler Morton,5,5
Afonso Moreira + Tyler Morton,2,5
Adam Karabec + Clinton Mata + Malick Fofana + Tanner Tessmann,4,5
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Moussa Niakhate + Tyler Morton,5,5
Corentin Tolisso + Dominik Greif + Nicolás Tagliafico + Pavel Šulc + Tyler Morton,5,5
Adam Karabec + Ainsley Maitland-Niles + Malick Fofana + Tyler Morton,4,5
Adam Karabec + Ainsley Maitland-Niles + Malick Fofana + Tanner Tessmann,4,5
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Tanner Tessmann + Tyler Morton,5,5
Abner + Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso,5,5
Adam Karabec + Ainsley Maitland-Niles + Malick Fofana + Moussa Niakhate,4,5
Abner + Adam Karabec + Ainsley Maitland-Niles + Clinton Mata,4,5
Abner + Adam Karabec + Ainsley Maitland-Niles,3,5
Corentin Tolisso + Dominik Greif + Nicolás Tagliafico + Pavel Šulc,4,5
Adam Karabec + Clinton Mata + Moussa Niakhate + Tanner Tessmann + Tyler Morton,5,5
Afonso Moreira + Clinton Mata + Dominik Greif + Tyler Morton,4,5
Afonso Moreira + Ainsley Maitland-Niles + Dominik Greif,3,5
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Moussa Niakhate + Nicolás Tagliafico,5,5
Dominik Greif + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,4,5
Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,5,5
Dominik Greif + Khalis Merah,2,5
Abner + Clinton Mata + Corentin Tolisso + Tanner Tessmann,4,5
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Nicolás Tagliafico + Tyler Morton,5,5
Abner + Dominik Greif + Moussa Niakhate,3,5
Clinton Mata + Corentin Tolisso + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,5,5
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif + Malick Fofana,4,5
Abner + Moussa Niakhate + Pavel Šulc,3,5
Adam Karabec + Malick Fofana + Moussa Niakhate + Tanner Tessmann,4,5
Afonso Moreira + Corentin Tolisso + Dominik Greif,3,5
Clinton Mata + Corentin Tolisso + Martin Satriano + Tyler Morton,4,5
Adam Karabec + Dominik Greif + Moussa Niakhate + Tanner Tessmann,4,5
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Nicolás Tagliafico + Tanner Tessmann,5,5
Afonso Moreira + Clinton Mata + Corentin Tolisso + Dominik Greif,4,5
Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,5,5
Adam Karabec + Tanner Tessmann + Tyler Morton,3,5
Corentin Tolisso + Martin Satriano + Nicolás Tagliafico,3,5
Abner + Ainsley Maitland-Niles + Clinton Mata + Tanner Tessmann,4,5
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif + Moussa Niakhate + Tanner Tessmann,5,5
Afonso Moreira + Dominik Greif + Tyler Morton,3,5
Adam Karabec + Corentin Tolisso + Tanner Tessmann + Tyler Morton,4,5
Adam Karabec + Malick Fofana + Tyler Morton,3,5
Afonso Moreira + Clinton Mata + Corentin Tolisso,3,5
Abner + Clinton Mata + Dominik Greif + Pavel Šulc,4,5
Adam Karabec + Clinton Mata + Corentin Tolisso + Dominik Greif + Tyler Morton,5,5
Abner + Clinton Mata + Dominik Greif + Pavel Šulc + Tyler Morton,5,5
Adam Karabec + Corentin Tolisso + Dominik Greif + Malick Fofana,4,5
Abner + Clinton Mata + Dominik Greif + Tyler Morton,4,5
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Khalis Merah,4,5
Afonso Moreira + Moussa Niakhate,2,5
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Malick Fofana,4,5
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Pavel Šulc,4,5
Clinton Mata + Corentin Tolisso + Khalis Merah + Tyler Morton,4,5
Khalis Merah + Moussa Niakhate + Tanner Tessmann,3,5
Abner + Martin Satriano,2,5
Adam Karabec + Clinton Mata + Malick Fofana + Moussa Niakhate,4,5
Clinton Mata + Corentin Tolisso + Khalis Merah + Moussa Niakhate,4,5
Corentin Tolisso + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,5,5
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Pavel Šulc + Tyler Morton,5,5
Clinton Mata + Corentin Tolisso + Dominik Greif + Tanner Tessmann,4,5
Ainsley Maitland-Niles + Nicolás Tagliafico + Tanner Tessmann,3,5
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif + Tanner Tessmann,4,5
Afonso Moreira + Ainsley Maitland-Niles,2,5
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif + Tyler Morton,4,5
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Tanner Tessmann,4,5
Adam Karabec + Clinton Mata + Corentin Tolisso + Dominik Greif + Tanner Tessmann,5,5
Afonso Moreira + Ainsley Maitland-Niles + Clinton Mata,3,5
Adam Karabec + Clinton Mata + Malick Fofana + Moussa Niakhate + Tanner Tessmann,5,5
Adam Karabec + Ainsley Maitland-Niles + Malick Fofana + Moussa Niakhate + Tanner Tessmann,5,5
Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah,3,5
Clinton Mata + Corentin Tolisso + Dominik Greif + Moussa Niakhate + Tanner Tessmann,5,5
Clinton Mata + Corentin Tolisso + Dominik Greif + Moussa Niakhate + Pavel Šulc,5,5
Martin Satriano + Moussa Niakhate + Nicolás Tagliafico,3,5
Adam Karabec + Malick Fofana + Tanner Tessmann,3,5
Clinton Mata + Corentin Tolisso + Dominik Greif + Martin Satriano + Tyler Morton,5,5
Corentin Tolisso + Nicolás Tagliafico + Tanner Tessmann,3,5
Abner + Adam Karabec,2,5
Clinton Mata + Corentin Tolisso + Dominik Greif + Malick Fofana,4,5
Abner + Dominik Greif + Martin Satriano,3,5
Corentin Tolisso + Dominik Greif + Martin Satriano + Pavel Šulc + Tyler Morton,5,5
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Martin Satriano,4,5
Adam Karabec + Clinton Mata + Tanner Tessmann + Tyler Morton,4,5
Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,3,5
Abner + Moussa Niakhate + Pavel Šulc + Tyler Morton,4,5
Corentin Tolisso + Dominik Greif + Martin Satriano + Pavel Šulc,4,5
Corentin Tolisso + Dominik Greif + Martin Satriano + Nicolás Tagliafico,4,5
Ainsley Maitland-Niles + Corentin Tolisso + Nicolás Tagliafico + Tyler Morton,4,5
Corentin Tolisso + Dominik Greif + Martin Satriano + Moussa Niakhate + Tyler Morton,5,5
Abner + Clinton Mata + Corentin Tolisso + Moussa Niakhate + Tanner Tessmann,5,5
Corentin Tolisso + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,5,4
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Khalis Merah + Nicolás Tagliafico,5,4
Adam Karabec + Martin Satriano,2,4
Adam Karabec + Corentin Tolisso + Dominik Greif + Malick Fofana + Moussa Niakhate,5,4
Adam Karabec + Corentin Tolisso + Dominik Greif + Malick Fofana + Nicolás Tagliafico,5,4
Abner + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Dominik Greif,5,4
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Khalis Merah,4,4
Abner + Clinton Mata + Malick Fofana + Tyler Morton,4,4
Abner + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Malick Fofana,5,4
Abner + Clinton Mata + Martin Satriano,3,4
Adam Karabec + Corentin Tolisso + Dominik Greif + Malick Fofana + Tanner Tessmann,5,4
Adam Karabec + Corentin Tolisso + Dominik Greif + Malick Fofana + Tyler Morton,5,4
Adam Karabec + Corentin Tolisso + Dominik Greif + Martin Satriano,4,4
Abner + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Pavel Šulc,5,4
Afonso Moreira + Dominik Greif + Pavel Šulc + Tyler Morton,4,4
Abner + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Rémy Descamps,5,4
Ainsley Maitland-Niles + Moussa Niakhate + Rémy Descamps + Tyler Morton,4,4
Ainsley Maitland-Niles + Moussa Niakhate + Rémy Descamps + Tanner Tessmann + Tyler Morton,5,4
Ainsley Maitland-Niles + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,4,4
Abner + Ainsley Maitland-Niles + Clinton Mata + Dominik Greif,4,4
Adam Karabec + Dominik Greif + Moussa Niakhate + Tyler Morton,4,4
Adam Karabec + Dominik Greif + Nicolás Tagliafico,3,4
Abner + Dominik Greif + Martin Satriano + Pavel Šulc,4,4
Afonso Moreira + Dominik Greif + Pavel Šulc,3,4
Corentin Tolisso + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,4,4
Corentin Tolisso + Malick Fofana + Nicolás Tagliafico,3,4
Adam Karabec + Ainsley Maitland-Niles + Malick Fofana + Tanner Tessmann + Tyler Morton,5,4
Adam Karabec + Ainsley Maitland-Niles + Martin Satriano,3,4
Abner + Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate,5,4
Abner + Dominik Greif + Martin Satriano + Pavel Šulc + Tyler Morton,5,4
Afonso Moreira + Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate,4,4
Corentin Tolisso + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,5,4
Corentin Tolisso + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,4,4
Adam Karabec + Dominik Greif + Nicolás Tagliafico + Tanner Tessmann,4,4
Ainsley Maitland-Niles + Moussa Niakhate + Rémy Descamps,3,4
Abner + Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Tyler Morton,5,4
Adam Karabec + Clinton Mata + Malick Fofana + Tanner Tessmann + Tyler Morton,5,4
Ainsley Maitland-Niles + Moussa Niakhate + Pavel Šulc + Tyler Morton,4,4
Ainsley Maitland-Niles + Moussa Niakhate + Pavel Šulc,3,4
Corentin Tolisso + Khalis Merah + Tanner Tessmann,3,4
Corentin Tolisso + Khalis Merah + Moussa Niakhate + Tyler Morton,4,4
Corentin Tolisso + Khalis Merah + Moussa Niakhate + Tanner Tessmann,4,4
Abner + Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Moussa Niakhate,5,4
Adam Karabec + Clinton Mata + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico,5,4
Ainsley Maitland-Niles + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,5,4
Abner + Dominik Greif + Martin Satriano + Tyler Morton,4,4
Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,4
Abner + Ainsley Maitland-Niles + Clinton Mata + Malick Fofana,4,4
Abner + Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Tyler Morton,5,4
Abner + Clinton Mata + Moussa Niakhate + Pavel Šulc,4,4
Corentin Tolisso + Dominik Greif + Tanner Tessmann + Tyler Morton,4,4
Adam Karabec + Corentin Tolisso + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico,5,4
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Rémy Descamps + Tyler Morton,5,4
Abner + Clinton Mata + Moussa Niakhate + Pavel Šulc + Tyler Morton,5,4
Abner + Clinton Mata + Moussa Niakhate + Rémy Descamps,4,4
Abner + Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Tyler Morton,5,4
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Rémy Descamps + Tanner Tessmann,5,4
Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Rémy Descamps,4,4
Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Pavel Šulc + Tyler Morton,5,4
Adam Karabec + Clinton Mata + Dominik Greif + Moussa Niakhate + Tyler Morton,5,4
Abner + Clinton Mata + Moussa Niakhate + Rémy Descamps + Tanner Tessmann,5,4
Afonso Moreira + Clinton Mata + Corentin Tolisso + Moussa Niakhate,4,4
Adam Karabec + Corentin Tolisso + Dominik Greif + Moussa Niakhate + Tyler Morton,5,4
Adam Karabec + Clinton Mata + Dominik Greif + Nicolás Tagliafico,4,4
